disaster_id,storm_name,year,month,day,location,deaths,affected,displaced,damage_usd_thousands,damage_usd_adj_thousands,decade,damage_usd,damage_usd_adj,damage_billions,storm_name_clean
2009-0478-PHL,"Tropical storm ""Mirinae"" (Santi)",2009,10.0,28.0,"Aurora, Bataan, Bulacan districts (Region III (Central Luzon) province), Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur districts (Region V (Bicol region) province), National Capital region (NCR), Region IV-A (Calabarzon) province",39,802175,0,15194.0,22216.0,2000s,15194000.0,22216000.0,0.015194,"Tropical storm ""Mirinae"" (Santi)"
2009-0521-PHL,"Tropical depression ""Urduja""",2009,11.0,25.0,"Agusan del Norte district (Region XIII (Caraga) province), Region VII (Central Visayas), Region X (Northern Mindanao) provinces",4,48142,0,12.0,18.0,2000s,12000.0,18000.0,1.2e-05,"Tropical depression ""Urduja"""
2009-0606-PHL,Goni (Jolina),2009,8.0,1.0,"Panay area (Capiz district, Region VI (Western Visayas) province), Negros Occidental, Negros Oriental districts (Region VII (Central Visayas) province), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",14,221422,0,2888.0,4223.0,2000s,2888000.0,4223000.0,0.002888,Goni (Jolina)
2010-0308-PHL,Typhoon Conson (Basyang),2010,7.0,12.0,"Manila City, Muntinlupa City, Pateros areas (Metropolitan Manila district, National Capital region (NCR) province), Dingalan area (Aurora district, Region III (Central Luzon) province), Abucay, Bagac, Balanga, Limay, Mariveles, Morong, Orani, Orion, Samal (Bataan district, Region III (Central Luzon) province), Malolos city (Bulacan district, Region III (Central Luzon) province), Masantol area (Pampanga district, Region III (Central Luzon) province), Basud, Capalonga, Daet, Jose Panganiban, Labo, Mercedes, Paracale, San Lorenzo Ruiz, Santa Elena, Talisay, Vinzons areas (Camarines Norte district, Region V (Bicol region) province), Bombon, Caramoan, Lagonoy, Pasacao, Siruma areas (Camarines Sur district, Region V (Bicol region) province), Bagamanoc, Caramoran, Gigmoto, Pandan areas (Catanduanes district, Region V (Bicol region) province), Region IV-A (Calabarzon) province",146,585474,0,8675.0,12480.0,2010s,8675000.0,12480000.0,0.008675,Typhoon Conson (Basyang)
2010-0383-PHL,Tropical storm Ester (Dianmu),2010,8.0,9.0,"Sitio Sabitan area (Santo Rosario borough, Malolos city, Bulacan district, Region III (Central Luzon) province), Navostas area (Metropolitan Manila district, National Capital region (NCR) province), Region IV (Southern Tagalog) province",31,1045,0,,,2010s,0.0,,0.0,Tropical storm Ester (Dianmu)
2010-0543-PHL,Typhoon Megi (Juan),2010,10.0,18.0,"Aringuay, Bangar areas (La Union district, Region I (Ilocos region) province), Bolinao areas (Pangasinan district, Region I (Ilocos region) province), Aparri, Claveria, Gonzaga, Iguig, Lasam, Rizal, Santa Aba, Santa Praxedes, Santa Teresita, Santo Nino, Tiao areas (Cagayan district, Region II (Cagayan Valley) province), Dinapigue, Divilacan, San Mariano, Santa Maria (Isabela district, Region II (Cagayan Valley) province), Casiguran, Dilasag, Dinalungan areas (Aurora district, Region III (Central Luzon) province), Bagio City, Itogon, La Trinidad, Tublay areas (Benguet district, Cordillera Administrative region (CAR) province), Pinukbuk, Tabuk areas (Kalinga district, Cordillera Administrative region (CAR) province), Tadian area (Mountain Province district, Cordillera Administrative region (CAR) province)",35,2009026,0,275745.0,396680.0,2010s,275745000.0,396680000.0,0.275745,Typhoon Megi (Juan)
2011-0157-PHL,Typhoon Bebeng (Aere),2011,5.0,8.0,"Bulacan, Zambales districts (Region III (Central Luzon) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Leyte, Northern Samar, Samar districts (Region VIII (Eastern Visayas) province), National Capital region (NCR), Region V (Bicol region)",37,430092,0,31259.0,43592.0,2010s,31259000.0,43592000.0,0.031259,Typhoon Bebeng (Aere)
2011-0203-PHL,"Tropical storm ""Dodong"" (Sarika)",2011,6.0,9.0,"National Capital region (NCR), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon) provinces",9,1152,0,,,2010s,0.0,,0.0,"Tropical storm ""Dodong"" (Sarika)"
2011-0231-PHL,"Topical storm ""Meari"" (Falcon)",2011,6.0,21.0,"Pangasinan district (Region I (Ilocos region) province), Batangas, Cavite, Rizal districts (Region IV-A (Calabarzon) province), Albay, Camarines Sur districts (Region V (Bicol region) province, National Capital region (NCR), Region III (Central Luzon) provinces",20,1700089,0,12869.0,17946.0,2010s,12869000.0,17946000.0,0.012869,"Topical storm ""Meari"" (Falcon)"
2011-0272-PHL,Topical storm Juaning (Nock-ten),2011,7.0,26.0,"La Pinas area (Metropolitan Manila district, National Capital region (NCR) province), Nueva Ecija district (Region III (Central Luzon) province), Cavite, Quezon districts (Region IV-A (Calabarzon) province), Marinduque district (Region IV (Southern Tagalog) province), Iloilo district (Region VI (Western Visayas) province), Siquijor district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province), Ifugao district (Cordillera Administrative region (CAR) province), Region V (Bicol region) province",84,1108224,0,63258.0,88216.0,2010s,63258000.0,88216000.0,0.063258,Topical storm Juaning (Nock-ten)
2011-0279-PHL,"Typhoon ""Kabayan"" (Muifa)",2011,8.0,2.0,"Mandaluyong, Marikina, Quezon, San Juan cities (Metropolitan Manila district, National Capital region (NCR) province), Japalit area (Pampanga district, Region III (Central Luzon) province), Paniqui area (Tarlac district, Region III (Central Luzon) province), Calatagan, Malvar areas (Batangas district, Region IV-A (Calabarzon) province), Antopolo City, Rodriguez, San Mateo areas (Rizal district, Region IV-A (Calabarzon) province)",11,8423,0,59.0,82.0,2010s,59000.0,82000.0,5.9e-05,"Typhoon ""Kabayan"" (Muifa)"
2011-0341-PHL,Typhoon Mina (Nanmadol),2011,8.0,27.0,"Quezon City area (Metropolitan Manila district, National Capital region (NCR) province), Zambales, Bulacan districts (Region III (Central Luzon) province), Iloilo district (Region IV (Southern Tagalog) province), Benguet, Abra, Mountain Province districts (Cordillera Administrative region (CAR) province), Catanduanes district (Region V (Bicol region) province), Zamboanga Del Sur district (Region IX (Zamboanga Peninsula) province), Region I (Ilocos region) province",43,403230,0,34452.0,48045.0,2010s,34452000.0,48045000.0,0.034452,Typhoon Mina (Nanmadol)
2011-0378-PHL,Typhoon Quiel (Nalgae),2011,10.0,1.0,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",25,1113775,0,2655.0,3703.0,2010s,2655000.0,3703000.0,0.002655,Typhoon Quiel (Nalgae)
2011-0379-PHL,Typhoon Pedring (Nesat),2011,9.0,24.0,"Mindoro Occidental, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur, Catanduanes districts (Region V (Bicol region) province), Antique, Iloilo districts (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) province",103,3030846,0,344173.0,479966.0,2010s,344173000.0,479966000.0,0.344173,Typhoon Pedring (Nesat)
2011-0384-PHL,Tropical Storm Ramon (Banyan),2011,10.0,13.0,"Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Oriental district (Region X (Northern Mindanao) province), South Cotabato district (Region XII (Soccsksargen) province), Dinagat district (Region XIII (Caraga) province)",11,75638,0,,,2010s,0.0,,0.0,Tropical Storm Ramon (Banyan)
2011-0519-PHL,Tropical storm Washi (Sendong),2011,12.0,15.0,"Cagayan district (Region II (Cagayan Valley) province), Negros Oriental, Cebu districts (Region VII (Central Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Misamis Oriental, Lanao del Norte, Bukidnon districts (Region X (Northern Mindanao) province), Compostela district (Region XI (Davao Region) province), Surigao del Sur district (Region XIII (Caraga) province), Lanao del Sur district (Autonomous region in Muslim Mindanao (ARMM) province)",1439,1150300,0,38082.0,53107.0,2010s,38082000.0,53107000.0,0.038082,Tropical storm Washi (Sendong)
2011-0555-PHL,Typhoon Chedeng (Songda),2011,5.0,20.0,"Taguig city (Metropolitan Manila district, National Capital region (NCR) province), Isabela district (Region II (Cagayan Valley) province), Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Zamboanga del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon district (Region X (Northern Mindanao) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province), Lanao del Sur, Maguindanao districts (Autonomous region in Muslim Mindanao (ARMM) province)",0,446907,0,431.0,601.0,2010s,431000.0,601000.0,0.000431,Typhoon Chedeng (Songda)
2011-0576-PHL,Tropical Storm Haima (Egay),2011,6.0,14.0,"Autonomous region in Muslim Mindanao (ARMM), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog) Region IV-A (Calabarzon), Region IX (Zamboanga Peninsula), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",0,0,0,,,2010s,0.0,,0.0,Tropical Storm Haima (Egay)
2012-0260-PHL,Tropical storm Gener (Saola),2012,7.0,31.0,"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",58,949086,0,9821.0,13418.0,2010s,9821000.0,13418000.0,0.009821,Tropical storm Gener (Saola)
2012-0294-PHL,TYphoon Kai-Tak,2012,8.0,17.0,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",4,0,0,3000.0,4099.0,2010s,3000000.0,4099000.0,0.003,TYphoon Kai-Tak
2012-0296-PHL,Typhoon Igme (Tembin),2012,8.0,20.0,La Union district (Region I (Ilocos region) province),11,5607,0,99.0,135.0,2010s,99000.0,135000.0,9.9e-05,Typhoon Igme (Tembin)
2012-0374-PHL,Typhoon Lawin (Jelawat),2012,9.0,21.0,"Muntinlupa city (Metropolitan Manila district, National Capital region (NCR) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province)",4,7921,0,,,2010s,0.0,,0.0,Typhoon Lawin (Jelawat)
2012-0406-PHL,Typhoon Son Tinh (Ofel),2012,10.0,25.0,"National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) province",36,108040,0,1339.0,1829.0,2010s,1339000.0,1829000.0,0.001339,Typhoon Son Tinh (Ofel)
2012-0434-PHL,Typhoon Karen,2012,9.0,13.0,"National Capital region (NCR), Region III (Central Luzon) provinces",1,1234,0,,,2010s,0.0,,0.0,Typhoon Karen
2012-0463-PHL,Tropical Storm Marce (Gaemi),2012,10.0,3.0,"Zambales district (Region III (Central Luzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province)",0,322,0,,,2010s,0.0,,0.0,Tropical Storm Marce (Gaemi)
2012-0500-PHL,Typhoon Bopha,2012,12.0,4.0,Region XI (Davao Region) province,1901,6246664,0,898352.0,1227398.0,2010s,898352000.0,1227398000.0,0.898352,Typhoon Bopha
2012-0540-PHL,Tropical storm Wukong (Quinta),2012,12.0,25.0,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",24,241606,0,5526.0,7550.0,2010s,5526000.0,7550000.0,0.005526,Tropical storm Wukong (Quinta)
2013-0036-PHL,Tropcal storm Auring,2013,1.0,3.0,"Palawan, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Zamboanga Del Norte district (Region IX (Zamboanga Peninsula) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province)",1,10597,0,,,2010s,0.0,,0.0,Tropcal storm Auring
2013-0258-PHL,Typhoon Rumbia,2013,6.0,30.0,"Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",7,3596,0,1000.0,1347.0,2010s,1000000.0,1347000.0,0.001,Typhoon Rumbia
2013-0272-PHL,Tropical storm Utor (Labuyo),2013,8.0,12.0,"Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",18,395730,0,32431.0,43670.0,2010s,32431000.0,43670000.0,0.032431,Tropical storm Utor (Labuyo)
2013-0373-PHL,Typhoon Usagi (Odette),2013,9.0,21.0,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas) provinces",5,72696,0,,,2010s,0.0,,0.0,Typhoon Usagi (Odette)
2013-0378-PHL,Tropical depression Crising (Shanshan),2013,2.0,20.0,"Mindoro Oriental district (Region IV (Southern Tagalog) province), Leyte district (Region VIII (Eastern Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Bukidnon, Lanao del Norte districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Agusan del Norte district (Region XIII (Caraga) province), Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), Region VII (Central Visayas), Region XI (Davao Region) provinces",6,262884,0,1680.0,2262.0,2010s,1680000.0,2262000.0,0.00168,Tropical depression Crising (Shanshan)
2013-0430-PHL,Tropical storm Nari (SAnti),2013,10.0,12.0,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Pangasinan district (Region I (Ilocos region) province), Region III (Central Luzon) province",20,871755,0,96723.0,130243.0,2010s,96723000.0,130243000.0,0.096723,Tropical storm Nari (SAnti)
2013-0433-PHL,Typhoon Haiyan (Yolanda),2013,11.0,8.0,"Samar, Leyte districts (Region VIII (Eastern Visayas) province), Cebu district (Region VII (Central Visayas) province), Iloilo, Capiz, Aklan districts (Region VI (Western Visayas) province), Palawan district (Region IV (Southern Tagalog) province)",7354,16106870,0,10000000.0,13465524.0,2010s,10000000000.0,13465524000.0,10.0,Typhoon Haiyan (Yolanda)
2013-0437-PHL,Typhoon Krosa (Vinta),2013,10.0,31.0,"Ilocos Norte district (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Apayao district (Cordillera Administrative region (CAR) province)",4,220443,0,4729.0,6368.0,2010s,4729000.0,6368000.0,0.004729,Typhoon Krosa (Vinta)
2014-0020-PHL,Tropical Depression Agaton ( (Lingling),2014,1.0,19.0,"North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Autonomous region in Muslim Mindanao (ARMM), Region X (Northern Mindanao), Region XI (Davao Region), Region XIII (Caraga) provinces",79,1148707,0,12591.0,16684.0,2010s,12591000.0,16684000.0,0.012591,Tropical Depression Agaton ( (Lingling)
2014-0055-PHL,Topical storm Basyang (Kajiki),2014,1.0,31.0,"Antique, Negros Occidental districts (Region VI (Western Visayas) province), Cebu (Region VII (Central Visayas) province), Biliran, Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Agusan del Norte, Dinagat, Surigao del Norte districts (Region XIII (Caraga) province)",6,47740,0,3200.0,4240.0,2010s,3200000.0,4240000.0,0.0032,Topical storm Basyang (Kajiki)
2014-0227-PHL,Typhoon Rammasun (Glenda),2014,7.0,15.0,"National Capital region (NCR), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VIII (Eastern Visayas) provinces",111,4654966,0,820576.0,1087310.0,2010s,820576000.0,1087310000.0,0.820576,Typhoon Rammasun (Glenda)
2014-0240-PHL,Typhoon Henry (Matmo),2014,7.0,22.0,"Region II, Region IV-A, Region IV provinces",2,683,0,,,2010s,0.0,,0.0,Typhoon Henry (Matmo)
2014-0330-PHL,Tropical strom Fung-Wong (Mario),2014,9.0,17.0,"Dagupan, Lingayen areas (Pangasinan district, Region I (Ilocos region) province), Pampanga district (Region III (Central Luzon) province), Metropolitan Manila district (National Capital region (NCR) province)",22,2052157,0,75783.0,100417.0,2010s,75783000.0,100417000.0,0.075783,Tropical strom Fung-Wong (Mario)
2014-0390-PHL,Typhoon Kalmaegi (Luis),2014,9.0,10.0,"Ilocos Norte, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Negros Occidental district (Region VI (Western Visayas) province), Rizal district (Region IV-A (Calabarzon) province), Apayao, Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), National Capital region (NCR), Region III (Central Luzon) provinces",4,431086,0,19183.0,25419.0,2010s,19183000.0,25419000.0,0.019183,Typhoon Kalmaegi (Luis)
2014-0474-PHL,Tropical storm 'Sinlaku' (Queenie),2014,11.0,27.0,"Palawan district (Region IV (Southern Tagalog) province), Negros Occidental district (Region VI (Western Visayas) province), Bohol, Cebu, Negros Oriental districts (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Occidental, Misamis Oriental districts (Region X (Northern Mindanao) province), Davao del Sur district (Region XI (Davao Region) province), Dinagat, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province)",12,4695,0,,,2010s,0.0,,0.0,Tropical storm 'Sinlaku' (Queenie)
2014-0479-PHL,Typhoon 'Hagupit' (Ruby),2014,12.0,12.0,"Bataan district (Region III (Central Luzon) province), Agusan Del Norte, Agusan Del Sur, Surigao Del Sur, Surigao Del Norte districts (Region XIII (Caraga) province), National Capital region (NCR), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",18,4150400,0,113878.0,150895.0,2010s,113878000.0,150895000.0,0.113878,Typhoon 'Hagupit' (Ruby)
